dataset	sample_id	read_type	reads_path	has_truth	has_binning_gs	reads_bytes
toy_hmp_gastrooral	sample_14	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_14/reads/anonymous_reads.fq.gz	1	1	5176239706
toy_hmp_gastrooral	sample_15	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_15/reads/anonymous_reads.fq.gz	1	1	5174155694
toy_hmp_gastrooral	sample_16	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_16/reads/anonymous_reads.fq.gz	1	1	5167910189
toy_hmp_gastrooral	sample_17	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_17/reads/anonymous_reads.fq.gz	1	1	5176384078
toy_hmp_gastrooral	sample_18	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_18/reads/anonymous_reads.fq.gz	1	1	5170439127
toy_hmp_gastrooral	sample_19	short	/scratch/phyberos/cami/work/gastrooral_short_read/2017.12.04_18.45.54_sample_19/reads/anonymous_reads.fq.gz	1	1	5171835972
toy_humangut	sample_0	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_0_reads/anonymous_reads.fq.gz	1	0	4605656272
toy_humangut	sample_1	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_1_reads/anonymous_reads.fq.gz	1	0	4603822092
toy_humangut	sample_2	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_2_reads/anonymous_reads.fq.gz	1	0	4604389021
toy_humangut	sample_3	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_3_reads/anonymous_reads.fq.gz	1	0	4608592450
toy_humangut	sample_4	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_4_reads/anonymous_reads.fq.gz	1	0	4607372280
toy_humangut	sample_5	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_5_reads/anonymous_reads.fq.gz	1	0	4605828127
toy_humangut	sample_6	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_6_reads/anonymous_reads.fq.gz	1	0	4605376574
toy_humangut	sample_7	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_7_reads/anonymous_reads.fq.gz	1	0	4603558862
toy_humangut	sample_8	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_8_reads/anonymous_reads.fq.gz	1	0	4603848684
toy_humangut	sample_9	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_9_reads/anonymous_reads.fq.gz	1	0	4607993284
toy_humangut	sample_10	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_10_reads/anonymous_reads.fq.gz	1	0	4610587889
toy_humangut	sample_11	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_11_reads/anonymous_reads.fq.gz	1	0	4609929700
toy_humangut	sample_12	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_12_reads/anonymous_reads.fq.gz	1	0	4608441717
toy_humangut	sample_13	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_13_reads/anonymous_reads.fq.gz	1	0	4610092421
toy_humangut	sample_14	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_14_reads/anonymous_reads.fq.gz	1	0	4607221262
toy_humangut	sample_15	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_15_reads/anonymous_reads.fq.gz	1	0	4608955487
toy_humangut	sample_16	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_16_reads/anonymous_reads.fq.gz	1	0	4607344602
toy_humangut	sample_17	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_17_reads/anonymous_reads.fq.gz	1	0	4600247184
toy_humangut	sample_18	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_18_reads/anonymous_reads.fq.gz	1	0	4603191506
toy_humangut	sample_19	short	/scratch/phyberos/cami/work/toy_humangut_short_read/sample_19_reads/anonymous_reads.fq.gz	1	0	4609619164
toy_humangut_long	sample_0	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_0_reads/anonymous_reads.fq.gz	1	0	4682559244
toy_humangut_long	sample_1	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_1_reads/anonymous_reads.fq.gz	1	0	4679087073
toy_humangut_long	sample_2	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_2_reads/anonymous_reads.fq.gz	1	0	4681191638
toy_humangut_long	sample_3	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_3_reads/anonymous_reads.fq.gz	1	0	4681981258
toy_humangut_long	sample_4	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_4_reads/anonymous_reads.fq.gz	1	0	4677025733
toy_humangut_long	sample_5	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_5_reads/anonymous_reads.fq.gz	1	0	4677970619
toy_humangut_long	sample_6	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_6_reads/anonymous_reads.fq.gz	1	0	4680444319
toy_humangut_long	sample_7	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_7_reads/anonymous_reads.fq.gz	1	0	4678100326
toy_humangut_long	sample_8	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_8_reads/anonymous_reads.fq.gz	1	0	4682007709
toy_humangut_long	sample_9	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_9_reads/anonymous_reads.fq.gz	1	0	4681188014
toy_humangut_long	sample_10	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_10_reads/anonymous_reads.fq.gz	1	0	4676019879
toy_humangut_long	sample_11	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_11_reads/anonymous_reads.fq.gz	1	0	4679252430
toy_humangut_long	sample_12	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_12_reads/anonymous_reads.fq.gz	1	0	4680493362
toy_humangut_long	sample_13	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_13_reads/anonymous_reads.fq.gz	1	0	4679914256
toy_humangut_long	sample_14	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_14_reads/anonymous_reads.fq.gz	1	0	4678073618
toy_humangut_long	sample_15	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_15_reads/anonymous_reads.fq.gz	1	0	4680818154
toy_humangut_long	sample_16	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_16_reads/anonymous_reads.fq.gz	1	0	4678527086
toy_humangut_long	sample_17	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_17_reads/anonymous_reads.fq.gz	1	0	4676415367
toy_humangut_long	sample_18	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_18_reads/anonymous_reads.fq.gz	1	0	4680460568
toy_humangut_long	sample_19	long	/scratch/phyberos/cami/work/toy_humangut_long_read/sample_19_reads/anonymous_reads.fq.gz	1	0	4677149438
toy_mousegut	sample_0	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_0/reads/anonymous_reads.fq.gz	1	1	5155424569
toy_mousegut	sample_1	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_1/reads/anonymous_reads.fq.gz	1	1	5169434175
toy_mousegut	sample_2	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_2/reads/anonymous_reads.fq.gz	1	1	5151851395
toy_mousegut	sample_5	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_5/reads/anonymous_reads.fq.gz	1	1	5134707030
toy_mousegut	sample_6	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_6/reads/anonymous_reads.fq.gz	1	1	5143990733
toy_mousegut	sample_7	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_7/reads/anonymous_reads.fq.gz	1	1	5150890424
toy_mousegut	sample_8	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_8/reads/anonymous_reads.fq.gz	1	1	5143375470
toy_mousegut	sample_9	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_9/reads/anonymous_reads.fq.gz	1	1	5145906813
toy_mousegut	sample_10	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_10/reads/anonymous_reads.fq.gz	1	1	5158444313
toy_mousegut	sample_11	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_11/reads/anonymous_reads.fq.gz	1	1	5168035841
toy_mousegut	sample_12	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_12/reads/anonymous_reads.fq.gz	1	1	5164059509
toy_mousegut	sample_13	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_13/reads/anonymous_reads.fq.gz	1	1	5158362378
toy_mousegut	sample_14	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_14/reads/anonymous_reads.fq.gz	1	1	5170086359
toy_mousegut	sample_15	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_15/reads/anonymous_reads.fq.gz	1	1	5166400746
toy_mousegut	sample_16	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_16/reads/anonymous_reads.fq.gz	1	1	5156327449
toy_mousegut	sample_17	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_17/reads/anonymous_reads.fq.gz	1	1	5169240019
toy_mousegut	sample_18	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_18/reads/anonymous_reads.fq.gz	1	1	5159070338
toy_mousegut	sample_19	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_19/reads/anonymous_reads.fq.gz	1	1	5169154855
toy_mousegut	sample_20	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_20/reads/anonymous_reads.fq.gz	1	1	5166100932
toy_mousegut	sample_21	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_21/reads/anonymous_reads.fq.gz	1	1	5160017506
toy_mousegut	sample_22	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_22/reads/anonymous_reads.fq.gz	1	1	5170397539
toy_mousegut	sample_23	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_23/reads/anonymous_reads.fq.gz	1	1	5159385295
toy_mousegut	sample_24	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_24/reads/anonymous_reads.fq.gz	1	1	5170403208
toy_mousegut	sample_25	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_25/reads/anonymous_reads.fq.gz	1	1	5169333576
toy_mousegut	sample_26	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_26/reads/anonymous_reads.fq.gz	1	1	5159579485
toy_mousegut	sample_27	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_27/reads/anonymous_reads.fq.gz	1	1	5168160271
toy_mousegut	sample_28	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_28/reads/anonymous_reads.fq.gz	1	1	5166091782
toy_mousegut	sample_29	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_29/reads/anonymous_reads.fq.gz	1	1	5159559792
toy_mousegut	sample_30	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_30/reads/anonymous_reads.fq.gz	1	1	5172361395
toy_mousegut	sample_31	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_31/reads/anonymous_reads.fq.gz	1	1	5171130220
toy_mousegut	sample_32	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_32/reads/anonymous_reads.fq.gz	1	1	5153788938
toy_mousegut	sample_33	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_33/reads/anonymous_reads.fq.gz	1	1	5167225688
toy_mousegut	sample_34	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_34/reads/anonymous_reads.fq.gz	1	1	5166526592
toy_mousegut	sample_35	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_35/reads/anonymous_reads.fq.gz	1	1	5157713076
toy_mousegut	sample_36	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_36/reads/anonymous_reads.fq.gz	1	1	5169420067
toy_mousegut	sample_37	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_37/reads/anonymous_reads.fq.gz	1	1	5168556882
toy_mousegut	sample_38	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_38/reads/anonymous_reads.fq.gz	1	1	5158697902
toy_mousegut	sample_52	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_52/reads/anonymous_reads.fq.gz	1	1	5155732250
toy_mousegut	sample_53	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_53/reads/anonymous_reads.fq.gz	1	1	5142180715
toy_mousegut	sample_54	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_54/reads/anonymous_reads.fq.gz	1	1	5142686182
toy_mousegut	sample_55	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_55/reads/anonymous_reads.fq.gz	1	1	5120386987
toy_mousegut	sample_56	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_56/reads/anonymous_reads.fq.gz	1	1	5120269635
toy_mousegut	sample_57	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_57/reads/anonymous_reads.fq.gz	1	1	5172163074
toy_mousegut	sample_58	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_58/reads/anonymous_reads.fq.gz	1	1	5171984447
toy_mousegut	sample_59	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_59/reads/anonymous_reads.fq.gz	1	1	5171496792
toy_mousegut	sample_60	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_60/reads/anonymous_reads.fq.gz	1	1	5172426345
toy_mousegut	sample_61	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_61/reads/anonymous_reads.fq.gz	1	1	5170876454
toy_mousegut	sample_62	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_62/reads/anonymous_reads.fq.gz	1	1	5158962500
toy_mousegut	sample_63	short	/scratch/phyberos/cami/work/mousegut_short_read/2017.12.29_11.37.26_sample_63/reads/anonymous_reads.fq.gz	1	1	5158468390
